"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SNHG1",1.88524944711383e-17,0.491121163493173,0.516,0.159,4.17771277480424e-13,"12","SNHG1"
"HDDC2",2.11189912352775e-17,0.411536978338397,0.429,0.117,4.6799684577375e-13,"12","HDDC2"
"NDUFA112",2.13456528172883e-17,0.402785023620805,0.78,0.289,4.73019666431108e-13,"12","NDUFA11"
"BRIX11",2.19472055806249e-17,0.369649822840965,0.363,0.091,4.86350075666647e-13,"12","BRIX1"
"MRPS10",2.25051663002212e-17,0.387559587832803,0.33,0.078,4.98714485212903e-13,"12","MRPS10"
"TTC32",2.25894270035908e-17,0.415724488107498,0.604,0.193,5.00581702399573e-13,"12","TTC3"
"INPP5D",2.2840112217143e-17,0.33608700228163,0.319,0.072,5.0613688673189e-13,"12","INPP5D"
"EIF1AXP11",2.30792172996402e-17,0.276991750619052,0.297,0.065,5.11435455360028e-13,"12","EIF1AXP1"
"LAMP1",2.34382702924707e-17,0.316718299670435,0.538,0.163,5.1939206968115e-13,"12","LAMP1"
"CXXC1",2.50382499865973e-17,0.314601060636655,0.341,0.081,5.54847619702997e-13,"12","CXXC1"
"COX173",2.75630757189641e-17,0.452050671729929,0.703,0.252,6.10797757932245e-13,"12","COX17"
"PGLS2",2.84487345184752e-17,0.377725210715512,0.593,0.19,6.3042395692941e-13,"12","PGLS"
"MITD1",3.0172766887374e-17,0.26385056072458,0.341,0.08,6.68628514224207e-13,"12","MITD1"
"METTL21A",3.0964535172388e-17,0.357119030379502,0.352,0.087,6.86174099420118e-13,"12","METTL21A"
"PSMC6",3.11146255946093e-17,0.350808398972039,0.484,0.143,6.89500103176542e-13,"12","PSMC6"
"RBM6",3.14226164265815e-17,0.309676945419088,0.473,0.135,6.96325180013046e-13,"12","RBM6"
"ASH2L1",3.30240173599275e-17,0.427170251546952,0.319,0.077,7.31812224695993e-13,"12","ASH2L"
"SNF8",3.33947969109911e-17,0.269203593400393,0.264,0.054,7.40028699547562e-13,"12","SNF8"
"MRPS22",3.38017489435322e-17,0.257970688621692,0.319,0.073,7.49046756588674e-13,"12","MRPS2"
"RBM395",3.93480965263831e-17,0.701135130384674,0.978,0.515,8.71953819024649e-13,"12","RBM39"
"RBM42",4.37802763288422e-17,0.376530611205418,0.341,0.084,9.70170923447144e-13,"12","RBM42"
"ZDHHC6",4.5009144478668e-17,0.318004782536294,0.33,0.078,9.97402641647283e-13,"12","ZDHHC6"
"PEF1",4.53342226649912e-17,0.290785763550437,0.297,0.066,1.00460637425621e-12,"12","PEF1"
"ATP5J23",4.53599640730712e-17,0.713604045645012,0.835,0.42,1.00517680385926e-12,"12","ATP5J2"
"HNRNPUL12",4.54865337260502e-17,0.386619697215749,0.615,0.204,1.00798158736927e-12,"12","HNRNPUL1"
"TMEM183A",4.66520624351184e-17,0.436854148626194,0.385,0.103,1.03380970356222e-12,"12","TMEM183A"
"DDX11",4.87030103314734e-17,0.300871812155752,0.352,0.086,1.07925870894545e-12,"12","DDX1"
"COIL",5.09503391420378e-17,0.328392009386107,0.275,0.058,1.12905951538756e-12,"12","COIL"
"NELFCD",5.15199096087234e-17,0.419971030449683,0.352,0.089,1.14168119692931e-12,"12","NELFCD"
"SUGP2",5.29384170574067e-17,0.266777575484186,0.264,0.054,1.17311532199213e-12,"12","SUGP2"
"DAXX",5.40854396831698e-17,0.309790920931562,0.253,0.05,1.19853334337904e-12,"12","DAXX"
"PAFAH1B21",5.65941757398361e-17,0.307487363816661,0.604,0.198,1.25412693439477e-12,"12","PAFAH1B2"
"TSPAN14",6.81427171458646e-17,0.41140121141786,0.385,0.1,1.51004261195236e-12,"12","TSPAN14"
"DYM",6.9055349551899e-17,0.321048067722892,0.253,0.051,1.53026654607008e-12,"12","DYM"
"MRPL232",6.97970593261777e-17,0.351191675613094,0.56,0.18,1.5467028346681e-12,"12","MRPL23"
"PRKAG1",7.1463149682555e-17,0.296028551875177,0.308,0.07,1.58362339696542e-12,"12","PRKAG1"
"NDUFS1",7.93361979479688e-17,0.262490833809308,0.264,0.054,1.75809014652699e-12,"12","NDUFS1"
"ARID4B1",7.96896824224694e-17,0.418389039676657,0.516,0.157,1.76592336248192e-12,"12","ARID4B"
"RPS27L1",8.00487609011841e-17,0.668757064177418,0.824,0.344,1.77388054157024e-12,"12","RPS27L"
"EIF2S11",8.03636420477748e-17,0.344685621073003,0.396,0.106,1.78085830777869e-12,"12","EIF2S1"
"FAM107B",8.14137915825762e-17,0.366839247579338,0.44,0.118,1.80412962146989e-12,"12","FAM107B"
"COPA",8.39830567402654e-17,0.263924407047954,0.297,0.066,1.86106453736428e-12,"12","COPA"
"PCNP2",8.56120328051543e-17,0.505467285544737,0.725,0.271,1.89716264696222e-12,"12","PCNP"
"MRPL211",8.75308794927887e-17,0.348904871305662,0.451,0.129,1.9396842895602e-12,"12","MRPL21"
"ROMO11",9.17620094376883e-17,0.33565036723166,0.604,0.202,2.03344612913917e-12,"12","ROMO1"
"CYB5A1",9.3928413492731e-17,0.422036306205923,0.429,0.123,2.08145364299892e-12,"12","CYB5A"
"TMEM165",9.56207492805587e-17,0.335989197252232,0.429,0.121,2.11895580405718e-12,"12","TMEM165"
"DNAJC7",9.83334655078431e-17,0.296808252932225,0.253,0.051,2.1790695956538e-12,"12","DNAJC7"
"CGGBP1",1.08022030094171e-16,0.341723199654805,0.429,0.122,2.39376818688682e-12,"12","CGGBP1"
"TAF1D3",1.10852496181762e-16,0.442819957428289,0.571,0.185,2.45649131538784e-12,"12","TAF1D"
"NDUFA91",1.12475421535325e-16,0.42640988600825,0.396,0.109,2.49245534122279e-12,"12","NDUFA9"
"KDELR12",1.13451795335269e-16,0.410374330028633,0.385,0.103,2.51409178462957e-12,"12","KDELR1"
"POLR2C",1.13463220784444e-16,0.342103267672764,0.407,0.11,2.51434497258327e-12,"12","POLR2C"
"NDUFA123",1.15678253765268e-16,0.409404854670855,0.681,0.236,2.56343010343835e-12,"12","NDUFA12"
"GNL31",1.18214061327064e-16,0.349415471188208,0.352,0.088,2.61962359900775e-12,"12","GNL3"
"DECR12",1.20368396765966e-16,0.380723585150291,0.505,0.155,2.66736367233381e-12,"12","DECR1"
"PUF60",1.21363382128035e-16,0.318022550045168,0.516,0.159,2.68941254795725e-12,"12","PUF60"
"SSSCA11",1.24412744375073e-16,0.299100922782288,0.385,0.102,2.75698641535163e-12,"12","SSSCA1"
"WDR33",1.25556821118794e-16,0.30413917649387,0.407,0.111,2.78233915599248e-12,"12","WDR33"
"POLR1D2",1.26336325268712e-16,0.618815288820064,0.802,0.331,2.79961296795466e-12,"12","POLR1D"
"NAA15",1.30090375061464e-16,0.285073916759787,0.363,0.092,2.88280271136205e-12,"12","NAA15"
"OSER1",1.41161735829142e-16,0.492377057926415,0.484,0.149,3.12814406597378e-12,"12","OSER1"
"WAC",1.50370325586189e-16,0.458757634679768,0.484,0.15,3.33220641498996e-12,"12","WAC"
"RSL24D14",1.58872418643885e-16,0.573090171477391,0.912,0.402,3.52061279714849e-12,"12","RSL24D1"
"COX6B13",1.64042944730696e-16,0.627794292389174,0.956,0.598,3.63519165523222e-12,"12","COX6B1"
"CXCR44",1.7654538005783e-16,1.03283439790844,0.956,0.534,3.91224562208152e-12,"12","CXCR4"
"EIF3M3",1.77463781692154e-16,0.489749386427645,0.769,0.292,3.93259740229812e-12,"12","EIF3M"
"COPS8",1.93561804214008e-16,0.362995920265147,0.407,0.112,4.28932958138242e-12,"12","COPS8"
"YWHAZ5",2.17521394020091e-16,0.552964031110779,0.901,0.395,4.82027409148521e-12,"12","YWHAZ"
"RBX13",2.24551379460498e-16,0.662698934337249,0.912,0.462,4.97605856884463e-12,"12","RBX1"
"NACA4",2.25604149268572e-16,0.703436676958945,1,0.855,4.99938794779155e-12,"12","NACA"
"KRT10",2.28188766478909e-16,0.377906909017198,0.615,0.208,5.05666306517261e-12,"12","KRT10"
"G3BP11",2.30645160313246e-16,0.344929444130716,0.396,0.108,5.11109675254153e-12,"12","G3BP1"
"TUBG11",2.33724328363295e-16,0.344480495343104,0.319,0.077,5.17933111653062e-12,"12","TUBG1"
"LMAN11",2.38723469862628e-16,0.312087020909554,0.341,0.084,5.29011209215584e-12,"12","LMAN1"
"EMC4",2.41622230176895e-16,0.346796692549541,0.407,0.112,5.35434862071999e-12,"12","EMC4"
"CEBPZOS",2.43317193048385e-16,0.314281768449257,0.363,0.092,5.39190899795222e-12,"12","CEBPZOS"
"TXNP41",2.48144977426698e-16,0.280894323434016,0.33,0.082,5.49889269977562e-12,"12","TXNP4"
"C7orf501",2.53581578584695e-16,0.582530646495,0.407,0.116,5.61936778143685e-12,"12","C7orf50"
"MCRS1",2.62711360658557e-16,0.320637968625172,0.319,0.077,5.82168375219361e-12,"12","MCRS1"
"GNAI3",2.68713320096726e-16,0.322465953603365,0.549,0.174,5.95468717334345e-12,"12","GNAI3"
"SLC35B1",2.7693835798283e-16,0.305185982306642,0.286,0.063,6.13695401289952e-12,"12","SLC35B1"
"CPNE3",2.79185023259844e-16,0.258066606147291,0.319,0.075,6.18674011543813e-12,"12","CPNE3"
"ZNF431",2.84713431135513e-16,0.315527720463738,0.264,0.056,6.30924963396297e-12,"12","ZNF431"
"GRB21",2.89278548385291e-16,0.288194496503577,0.538,0.167,6.41041263221804e-12,"12","GRB2"
"AC044787.12",3.02213845873692e-16,0.507340455777028,0.725,0.258,6.69705882456102e-12,"12","AC044787.1"
"CHRAC1",3.16733498086581e-16,0.346529895588352,0.407,0.112,7.01881431759865e-12,"12","CHRAC1"
"KAT7",3.17262426430681e-16,0.269666315332778,0.451,0.128,7.0305353697039e-12,"12","KAT7"
"TRIM22",3.20244595723866e-16,0.284636676147102,0.319,0.073,7.09662024124086e-12,"12","TRIM22"
"NOL10",3.25623080529742e-16,0.273557830393272,0.275,0.059,7.21580746453908e-12,"12","NOL10"
"CNIH11",3.33102316170432e-16,0.316266151669811,0.505,0.154,7.38154732633677e-12,"12","CNIH1"
"FDFT1",3.42272390271942e-16,0.485228290466634,0.44,0.136,7.58475616842624e-12,"12","FDFT1"
"MRPL10",3.51490719906793e-16,0.289290158319991,0.264,0.056,7.78903435313452e-12,"12","MRPL10"
"PCMT11",3.72104714253435e-16,0.364316177456095,0.626,0.217,8.24584046785612e-12,"12","PCMT1"
"TMX11",3.8774278532038e-16,0.290221121890213,0.429,0.121,8.59238012269961e-12,"12","TMX1"
"CCT41",3.8938741371939e-16,0.470562634608544,0.516,0.167,8.62882508802169e-12,"12","CCT4"
"KMT5A1",3.95394828167026e-16,0.327668561160507,0.253,0.053,8.7619493921813e-12,"12","KMT5A"
"MARCKS1",4.21385512247443e-16,0.275449423357444,0.308,0.07,9.33790295140335e-12,"12","MARCKS"
"DDB12",4.27100865754972e-16,0.410729462690241,0.407,0.118,9.46455518513017e-12,"12","DDB1"
"DGUOK",4.27712721258249e-16,0.436545242260417,0.549,0.182,9.4781139030828e-12,"12","DGUOK"
"ADNP",4.32395417519665e-16,0.287087871880098,0.418,0.115,9.58188245223578e-12,"12","ADNP"
"CAPN1",4.38667439581228e-16,0.359181058272913,0.407,0.115,9.72087046112002e-12,"12","CAPN1"
"SF3B11",4.52697854680118e-16,0.413391041275983,0.648,0.233,1.00317844597114e-11,"12","SF3B1"
"HSD17B4",4.54030328002866e-16,0.309969427344405,0.264,0.058,1.00613120685435e-11,"12","HSD17B4"
"NUP501",4.62854714768854e-16,0.408783296474891,0.352,0.093,1.02568604792778e-11,"12","NUP50"
"RTFDC11",4.71531104403023e-16,0.389252280506197,0.538,0.175,1.0449129273571e-11,"12","RTFDC1"
"DNAJB111",5.01924871461683e-16,0.359285337642136,0.319,0.079,1.11226551515909e-11,"12","DNAJB11"
"FAM49B3",5.10892712467468e-16,0.390715213891631,0.659,0.228,1.13213825082791e-11,"12","FAM49B"
"NACA3P3",5.61918428472423e-16,0.687618295905145,0.923,0.446,1.24521123749489e-11,"12","NACA3P"
"KRAS",5.75360663473785e-16,0.304466282865672,0.253,0.052,1.27499923025791e-11,"12","KRAS"
"PSMG12",5.96792069158882e-16,0.382030706376118,0.341,0.088,1.32249122525608e-11,"12","PSMG1"
"WIPI2",6.17335692296402e-16,0.332090851764725,0.385,0.105,1.36801589412883e-11,"12","WIPI2"
"SFSWAP",6.20742751484359e-16,0.255919487612957,0.253,0.053,1.37556593728934e-11,"12","SFSWAP"
"TMEM222",6.48209781571212e-16,0.302192519962666,0.264,0.057,1.4364328759618e-11,"12","TMEM222"
"ARPC5L2",6.54082284687364e-16,0.256840173111207,0.484,0.144,1.4494463428672e-11,"12","ARPC5L"
"POLD22",6.68716766047078e-16,0.30882837374885,0.352,0.091,1.48187635356033e-11,"12","POLD2"
"RPS3AP52",7.11766296409058e-16,0.389245379723457,0.714,0.252,1.57727411284247e-11,"12","RPS3AP5"
"ELF2",7.13701116389444e-16,0.281840662205028,0.275,0.06,1.58156167391901e-11,"12","ELF2"
"GNPAT",7.7965952814255e-16,0.31703940916536,0.286,0.066,1.72772551436389e-11,"12","GNPAT"
"TCERG11",7.88450963978371e-16,0.422962187909124,0.341,0.089,1.74720733617607e-11,"12","TCERG1"
"CCDC141",8.39559766228031e-16,0.304018828288798,0.319,0.079,1.86046444196132e-11,"12","CCDC14"
"SDAD1",8.41609058655566e-16,0.271397516405872,0.264,0.057,1.86500567398073e-11,"12","SDAD1"
"HDAC1",8.84528222931256e-16,0.434653589806145,0.505,0.164,1.96011454201566e-11,"12","HDAC1"
"SNU131",8.92058505502058e-16,0.51906180392249,0.758,0.306,1.97680164819256e-11,"12","SNU13"
"LUC7L34",9.30940249281636e-16,0.539445808124342,0.549,0.189,2.0629635924081e-11,"12","LUC7L3"
"SELENOH1",9.6545305272503e-16,0.386717008495637,0.538,0.172,2.13944396483867e-11,"12","SELENOH"
"RPL7A5",1.04901123421966e-15,0.723559097928594,1,0.856,2.32460889503076e-11,"12","RPL7A"
"C21orf59",1.08236535597092e-15,0.311654782146921,0.286,0.066,2.39852162883156e-11,"12","C21orf59"
"BTF3L41",1.09112646007455e-15,0.374929322291881,0.473,0.147,2.4179362355252e-11,"12","BTF3L4"
"PDIA41",1.10003713030072e-15,0.286884819353695,0.374,0.099,2.43768228074639e-11,"12","PDIA4"
"NIPBL",1.11797560434744e-15,0.390187677596333,0.418,0.121,2.47743393923392e-11,"12","NIPBL"
"NCAPH2",1.12047665541237e-15,0.313141689586932,0.275,0.062,2.48297626839381e-11,"12","NCAPH2"
"LRRC58",1.12170318277537e-15,0.250261131646713,0.275,0.061,2.48569425303021e-11,"12","LRRC58"
"ASNA1",1.14717054866769e-15,0.382836835246141,0.407,0.118,2.54212993584759e-11,"12","ASNA1"
"ATP6V0B2",1.16843721555097e-15,0.399121791520286,0.769,0.311,2.58925686966095e-11,"12","ATP6V0B"
"RPS114",1.1982792853208e-15,0.633700895444039,1,0.907,2.6553868962709e-11,"12","RPS11"
"ZCCHC11",1.20380964553947e-15,0.262951809922091,0.308,0.072,2.66764217451547e-11,"12","ZCCHC11"
"DYNLRB11",1.20898335637629e-15,0.542185874533158,0.637,0.242,2.67910711772986e-11,"12","DYNLRB1"
"RPL7AP50",1.26447567147557e-15,0.270143980255343,0.352,0.09,2.80207808798985e-11,"12","RPL7AP50"
"AIMP11",1.3565820892063e-15,0.295889865339044,0.56,0.182,3.00618590968116e-11,"12","AIMP1"
"FAM120A",1.38925979680135e-15,0.266327810642133,0.385,0.105,3.07859970971179e-11,"12","FAM120A"
"COX6A1P21",1.40064903298206e-15,0.461505422708338,0.604,0.216,3.10383825708825e-11,"12","COX6A1P2"
"CNBP3",1.43180310958176e-15,0.596987825024059,0.868,0.39,3.17287569083319e-11,"12","CNBP"
"GNA13",1.44742127236063e-15,0.251844800440814,0.253,0.053,3.20748553955115e-11,"12","GNA13"
"PPA12",1.57470669818629e-15,0.56577404779366,0.648,0.244,3.48955004318081e-11,"12","PPA1"
"AC022400.7",1.62289225296497e-15,0.267809604204025,0.297,0.07,3.59632923257037e-11,"12","AC022400.7"
"DNAJC19",1.64031299687318e-15,0.274225128284483,0.484,0.146,3.63493360107096e-11,"12","DNAJC19"
"FOPNL",1.66663234960636e-15,0.308991009742967,0.308,0.075,3.69325728672768e-11,"12","FOPNL"
"SEPHS2",1.70787389924851e-15,0.287019816937177,0.286,0.066,3.78464856073469e-11,"12","SEPHS2"
"MRPS36",1.71419006731228e-15,0.458754742122314,0.516,0.173,3.79864518916401e-11,"12","MRPS36"
"FRG1JP",1.76047799462788e-15,0.295581500331904,0.374,0.101,3.90121923609537e-11,"12","FRG1JP"
"C8orf591",1.76683107170505e-15,0.297055642020373,0.363,0.097,3.91529765489839e-11,"12","C8orf59"
"DNAJC2",1.84895721773561e-15,0.313820045587653,0.385,0.105,4.09728919450212e-11,"12","DNAJC2"
"TM7SF31",1.87670445923307e-15,0.342116256141086,0.275,0.063,4.15877708166049e-11,"12","TM7SF3"
"PLRG1",1.89899218616978e-15,0.306162299902357,0.275,0.063,4.20816668455222e-11,"12","PLRG1"
"COPZ11",1.92218551092208e-15,0.382323219232565,0.495,0.163,4.25956309220332e-11,"12","COPZ1"
"TRMT10C",2.06423854664567e-15,0.302546203443832,0.374,0.101,4.57435261936681e-11,"12","TRMT10C"
"TBC1D10C4",2.14294365132621e-15,0.286021529881308,0.571,0.181,4.74876313133889e-11,"12","TBC1D10C"
"VPS251",2.30525535344899e-15,0.331512552398675,0.286,0.068,5.10844586324297e-11,"12","VPS25"
"DDX50",2.32236092808555e-15,0.337724133386882,0.308,0.075,5.14635181663758e-11,"12","DDX50"
"SMU1",2.36063209705049e-15,0.366055114301514,0.363,0.098,5.2311607270639e-11,"12","SMU1"
"EIF4G1",2.5633263843379e-15,0.293483352584729,0.297,0.071,5.68033126769278e-11,"12","EIF4G1"
"PPP1R22",2.56879387274074e-15,0.395033108018798,0.571,0.19,5.69244722199349e-11,"12","PPP1R2"
"RPS7P111",2.66792917136982e-15,0.38185364488524,0.484,0.151,5.91213104375553e-11,"12","RPS7P11"
"NDUFA5",2.77749219852259e-15,0.393580846177877,0.56,0.194,6.15492271192607e-11,"12","NDUFA5"
"CNOT7",2.92717602809985e-15,0.330611889682844,0.473,0.144,6.48662207826926e-11,"12","CNOT7"
"ARL11",2.97938687303515e-15,0.308235184006995,0.275,0.063,6.60232131064588e-11,"12","ARL1"
"SSB",3.03261246631265e-15,0.406144787558163,0.56,0.193,6.72026922534883e-11,"12","SSB"
"MTMR14",3.2164031551717e-15,0.268278647633149,0.286,0.066,7.12754939186049e-11,"12","MTMR14"
"ACADVL2",3.29690198632554e-15,0.357325798925135,0.516,0.17,7.3059348016974e-11,"12","ACADVL"
"NME2P11",3.47251398035484e-15,0.415526927281739,0.527,0.171,7.69509098046633e-11,"12","NME2P1"
"CYCS4",3.55516533324783e-15,0.497125279136065,0.901,0.395,7.8782463784772e-11,"12","CYCS"
"TECRP1",3.80782479289308e-15,0.26353120186619,0.352,0.093,8.43813974105106e-11,"12","TECRP1"
"COASY",3.84419654576949e-15,0.280226782026199,0.275,0.063,8.5187395454252e-11,"12","COASY"
"NR3C1",4.13623155984903e-15,0.275592434052255,0.418,0.119,9.16588913662544e-11,"12","NR3C1"
"ERCC1",4.45497565181928e-15,0.305857187139337,0.374,0.103,9.87222604443152e-11,"12","ERCC1"
"PRPF38B3",4.58506384821145e-15,0.416598418268687,0.637,0.237,1.01605014876366e-10,"12","PRPF38B"
"NDUFA22",4.63077776030791e-15,0.426547902406104,0.703,0.275,1.02618035168423e-10,"12","NDUFA2"
"NCBP2",4.8231007188169e-15,0.357963302914765,0.374,0.104,1.06879911928983e-10,"12","NCBP2"
"BRD22",4.8514697513156e-15,0.427505846302365,0.582,0.206,1.07508569689154e-10,"12","BRD2"
"ANKRD36",4.94810104675657e-15,0.365248022172648,0.264,0.059,1.09649919196126e-10,"12","ANKRD36"
"SAFB2",5.41875436774065e-15,0.337664166684958,0.407,0.117,1.20079596789133e-10,"12","SAFB2"
"KARS",5.54542127232238e-15,0.42976068493254,0.484,0.158,1.22886535394664e-10,"12","KARS"
"EIF2B1",6.19556821587926e-15,0.357826318757366,0.275,0.064,1.37293791663884e-10,"12","EIF2B1"
"PSME23",6.32331423931121e-15,0.511011983245927,0.703,0.274,1.40124643543136e-10,"12","PSME2"
"COX7B3",6.44186456162001e-15,0.664181714495025,0.879,0.489,1.42751718685499e-10,"12","COX7B"
"CCDC174",6.45839561936612e-15,0.27569503654633,0.264,0.059,1.43118046925153e-10,"12","CCDC174"
"PPP4R3B",6.53724897246506e-15,0.295449148409563,0.429,0.128,1.44865437229826e-10,"12","PPP4R3B"
"GAR12",6.58208519320517e-15,0.294439731693217,0.33,0.085,1.45859007881427e-10,"12","GAR1"
"COMMD71",6.61157235442719e-15,0.260658660747255,0.407,0.116,1.46512443374106e-10,"12","COMMD7"
"NDUFA61",6.83814840671419e-15,0.391596059518765,0.604,0.218,1.51533368692786e-10,"12","NDUFA6"
"CFDP1",6.84123774767509e-15,0.301197076143517,0.319,0.081,1.5160182848848e-10,"12","CFDP1"
"NOL11",6.87283655861057e-15,0.254155216387917,0.286,0.068,1.5230205813881e-10,"12","NOL11"
"NDUFS21",6.91772218496583e-15,0.30995715882945,0.462,0.145,1.53296723618843e-10,"12","NDUFS2"
"RBM23",7.28752633107926e-15,0.29997122223772,0.462,0.14,1.61491583496716e-10,"12","RBM23"
"PABPN11",7.78930642943844e-15,0.265625140733808,0.363,0.1,1.72611030476356e-10,"12","PABPN1"
"RPL24P71",7.98992609291643e-15,0.269959040695651,0.538,0.175,1.77056762219028e-10,"12","RPL24P7"
"OAZ2",8.01966087569744e-15,0.35504904982851,0.429,0.132,1.77715685005455e-10,"12","OAZ2"
"HERPUD14",8.08734900997705e-15,0.386364154016561,0.747,0.29,1.79215654061091e-10,"12","HERPUD1"
"MESD",8.17529389124165e-15,0.301099827071138,0.33,0.087,1.81164512629915e-10,"12","MESD"
"SMARCA5",9.07817810257257e-15,0.354147515197658,0.451,0.139,2.01172426753008e-10,"12","SMARCA5"
"MAD1L1",9.37290301608778e-15,0.311671884585977,0.297,0.073,2.07703530836505e-10,"12","MAD1L1"
"GLOD4",9.88402742472725e-15,0.314768115648119,0.33,0.087,2.19030047731956e-10,"12","GLOD4"
"TMF1",1.00792313214372e-14,0.401338247335863,0.33,0.087,2.23355766083048e-10,"12","TMF1"
"FXR1",1.02221794983213e-14,0.345589954557555,0.429,0.131,2.26523497682801e-10,"12","FXR1"
"VEZF1",1.25613482131577e-14,0.275316424185374,0.253,0.056,2.78359476403575e-10,"12","VEZF1"
"TMEM2585",1.31570096314085e-14,0.586302207145002,0.846,0.408,2.91559333432013e-10,"12","TMEM258"
"CWC27",1.37401424587669e-14,0.256227502695229,0.286,0.069,3.04481556886274e-10,"12","CWC27"
"WASF21",1.38486394555825e-14,0.584697024463227,0.615,0.251,3.06885850335708e-10,"12","WASF2"
"RBM4",1.50605934368294e-14,0.256605561503515,0.396,0.112,3.33742750560139e-10,"12","RBM4"
"RAB4A",1.5194639964788e-14,0.265590454488397,0.352,0.096,3.36713221619703e-10,"12","RAB4A"
"JMJD1C2",1.5793686516592e-14,0.275172315653505,0.516,0.168,3.49988093207678e-10,"12","JMJD1C"
"AL121612.13",1.60728670074204e-14,0.445428311787888,0.769,0.3,3.56174732884436e-10,"12","AL121612.1"
"AL009174.13",1.65314392936213e-14,0.436525300302681,0.637,0.232,3.66336694746647e-10,"12","AL009174.1"
"TMEM33",1.76539431924155e-14,0.325293284389813,0.363,0.101,3.91211381143927e-10,"12","TMEM33"
"RAB5C1",1.77988202782896e-14,0.350858387332012,0.538,0.185,3.94421857366898e-10,"12","RAB5C"
"C1orf131",1.84704793818092e-14,0.275453300651353,0.275,0.066,4.09305823100891e-10,"12","C1orf131"
"GGNBP21",1.99447688783097e-14,0.320287501385465,0.582,0.204,4.41976078343344e-10,"12","GGNBP2"
"POGZ",2.20812745689771e-14,0.318584898012043,0.286,0.069,4.89321044448532e-10,"12","POGZ"
"NDUFS41",2.33020838831024e-14,0.357817801919722,0.451,0.142,5.16374178849549e-10,"12","NDUFS4"
"HMG20B1",2.33521501028251e-14,0.269951176591404,0.319,0.083,5.17483646278603e-10,"12","HMG20B"
"FAM200B",2.38235737245585e-14,0.287672194096073,0.385,0.109,5.27930393736217e-10,"12","FAM200B"
"MRPL522",2.42286084899674e-14,0.434906072814216,0.582,0.213,5.36905964137677e-10,"12","MRPL52"
"CSNK2A1",2.43189672216094e-14,0.277875005926172,0.319,0.084,5.38908313630864e-10,"12","CSNK2A1"
"TRAPPC2L1",2.46352545410796e-14,0.370829927289143,0.462,0.149,5.45917240630325e-10,"12","TRAPPC2L"
"SEC61B5",2.52836643982073e-14,0.55784212733457,0.857,0.4,5.60286003064275e-10,"12","SEC61B"
